education_ordinal,is_married,emp_unemployed,age_scaled,income_scaled,vawg_rate,young_unmarried,low_education_unemployed,married_unemployed,age_income,education_income,age_group_young,age_group_middle,economic_vulnerability,empowerment_score,high_vawg_environment,emp_employed,emp_semi employed,violence,married_low_income,young_unemployed,predicted_violence
2,0,False,-0.2302902487636747,2.3016109504610194,17.350361445783133,0,0,0,-0.530038558338866,4.603221900922039,0,1,0,3,0,False,True,0,0,0,0.02423698273792309
1,1,False,-0.1266277406636826,2.0071429719852536,23.165180722891563,0,0,0,-0.2541599797314819,2.0071429719852536,0,1,1,2,1,False,True,0,0,0,0.09863423373875457
1,1,False,-0.1266277406636826,2.5244081646441483,23.165180722891563,0,0,0,-0.3196601024018423,2.5244081646441483,0,1,1,2,1,False,True,0,0,0,0.08368867154421744
2,1,False,-0.1266277406636826,2.2298919902523457,17.350361445783133,0,0,0,-0.2823661846496972,4.459783980504692,0,1,0,3,0,False,True,0,0,0,0.030513701694552267
2,1,False,-0.1266277406636826,2.583014594701187,17.350361445783133,0,0,0,-0.3270813022283292,5.166029189402374,0,1,0,3,0,False,True,0,0,0,0.02706725541921159
1,1,False,0.1843597836362936,1.9147139808539324,23.165180722891563,0,0,0,0.3529962552356175,1.9147139808539324,0,1,1,2,1,False,True,1,0,0,0.17579051203311755
0,1,False,0.3916847998362778,2.6547442675228354,25.900963855421686,0,0,0,1.0398229770411878,0.0,0,0,1,1,1,False,True,1,0,0,0.7834149948010242
0,1,False,0.9099973403362384,2.5244081646441483,25.900963855421686,0,0,0,2.29720471574926,0.0,0,0,1,1,1,False,True,1,0,0,0.9160355371821328
0,1,False,1.1173223565362225,2.332244928340943,25.900963855421686,0,0,0,2.605869399353556,0.0,0,0,1,1,1,False,True,1,0,0,0.9468583143180976
1,1,False,1.2209848646362147,2.2298919902523457,23.165180722891563,0,0,0,2.72266436987164,2.2298919902523457,0,0,1,2,1,False,True,1,0,0,0.9354671587581942
1,1,False,1.3246473727362067,2.4905409846590207,23.165180722891563,0,0,0,3.299088572020417,2.4905409846590207,0,0,1,2,1,False,True,0,0,0,0.9423764981543941
0,1,False,1.428309880836199,2.3016109504610194,25.900963855421686,0,0,0,3.287413662384269,0.0,0,0,1,1,1,False,True,0,0,0,0.9714172964690309
0,1,False,1.428309880836199,2.332244928340943,25.900963855421686,0,0,0,3.331168475679481,0.0,0,0,1,1,1,False,True,1,0,0,0.9711185558426431
0,1,False,1.428309880836199,2.452681170277001,25.900963855421686,0,0,0,3.5031887500475327,0.0,0,0,1,1,1,False,True,1,0,0,0.9699144371998917
1,1,False,1.7392974051361751,2.452681170277001,23.165180722891563,0,0,0,4.265941995089146,2.452681170277001,0,0,1,2,1,False,True,1,0,0,0.9747770177669268
2,1,False,1.7392974051361751,2.2298919902523457,17.350361445783133,0,0,0,3.8784453523798463,4.459783980504692,0,0,0,3,0,False,True,1,0,0,0.9285117546383322
1,0,True,-1.6815653621635642,-0.4365163846733809,21.49265060240964,1,1,0,0.7340308324836234,-0.4365163846733809,1,0,2,1,0,False,False,0,0,1,0.16642131129297705
2,0,True,-1.6815653621635642,-0.4365163846733809,18.585240963855423,1,0,0,0.7340308324836234,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.06903139027225323
2,0,True,-1.47424034596358,-0.4365163846733809,18.585240963855423,1,0,0,0.6435300659596562,-0.8730327693467618,1,0,1,2,0,False,False,1,0,1,0.10171707108185997
0,1,True,-1.3705778378635878,-0.4365163846733809,22.86054216867469,0,1,1,0.5982796826976725,-0.0,1,0,2,0,1,False,False,1,1,1,0.3529664884070238
1,1,True,-1.3705778378635878,-0.4365163846733809,21.49265060240964,0,1,1,0.5982796826976725,-0.4365163846733809,1,0,2,1,0,False,False,1,1,1,0.2736575524059787
2,1,True,-1.3705778378635878,-0.4365163846733809,18.585240963855423,0,0,1,0.5982796826976725,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.12275424860388617
2,0,True,-1.3705778378635878,-0.4365163846733809,18.585240963855423,1,0,0,0.5982796826976725,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.12275424860388617
2,1,True,-1.3705778378635878,-0.4365163846733809,18.585240963855423,0,0,1,0.5982796826976725,-0.8730327693467618,1,0,1,2,0,False,False,1,1,1,0.12275424860388617
2,0,True,-1.3705778378635878,-0.4365163846733809,18.585240963855423,1,0,0,0.5982796826976725,-0.8730327693467618,1,0,1,2,0,False,False,1,0,1,0.12275424860388617
2,0,True,-1.3705778378635878,-0.4365163846733809,18.585240963855423,1,0,0,0.5982796826976725,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.12275424860388617
0,1,True,-1.2669153297635958,-0.4365163846733809,22.86054216867469,0,1,1,0.553029299435689,-0.0,1,0,2,0,1,False,False,1,1,1,0.4026734952014566
1,1,True,-1.2669153297635958,-0.4365163846733809,21.49265060240964,0,1,1,0.553029299435689,-0.4365163846733809,1,0,2,1,0,False,False,0,1,1,0.317679400725583
2,0,True,-1.2669153297635958,-0.4365163846733809,18.585240963855423,1,0,0,0.553029299435689,-0.8730327693467618,1,0,1,2,0,False,False,1,0,1,0.14742826310828697
2,1,True,-1.2669153297635958,-0.4365163846733809,18.585240963855423,0,0,1,0.553029299435689,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.14742826310828697
2,1,True,-1.2669153297635958,-0.4365163846733809,18.585240963855423,0,0,1,0.553029299435689,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.14742826310828697
2,0,True,-1.2669153297635958,-0.4365163846733809,18.585240963855423,1,0,0,0.553029299435689,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.14742826310828697
2,1,True,-1.2669153297635958,-0.4365163846733809,18.585240963855423,0,0,1,0.553029299435689,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.14742826310828697
2,1,True,-1.2669153297635958,-0.4365163846733809,18.585240963855423,0,0,1,0.553029299435689,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.14742826310828697
2,0,True,-1.2669153297635958,-0.4365163846733809,18.585240963855423,1,0,0,0.553029299435689,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.14742826310828697
2,0,True,-1.2669153297635958,-0.4365163846733809,18.585240963855423,1,0,0,0.553029299435689,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.14742826310828697
2,0,True,-1.2669153297635958,-0.4365163846733809,18.585240963855423,1,0,0,0.553029299435689,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.14742826310828697
3,0,True,-1.2669153297635958,-0.4365163846733809,19.82012048192772,1,0,0,0.553029299435689,-1.3095491540201427,1,0,1,3,0,False,False,0,0,1,0.12283364050150178
1,1,True,-1.1632528216636036,-0.4365163846733809,21.49265060240964,0,1,1,0.5077789161737053,-0.4365163846733809,1,0,2,1,0,False,False,0,1,1,0.3652220357831065
1,1,True,-1.1632528216636036,-0.4365163846733809,21.49265060240964,0,1,1,0.5077789161737053,-0.4365163846733809,1,0,2,1,0,False,False,1,1,1,0.3652220357831065
1,1,True,-1.1632528216636036,-0.4365163846733809,21.49265060240964,0,1,1,0.5077789161737053,-0.4365163846733809,1,0,2,1,0,False,False,0,1,1,0.3652220357831065
1,1,True,-1.1632528216636036,-0.4365163846733809,21.49265060240964,0,1,1,0.5077789161737053,-0.4365163846733809,1,0,2,1,0,False,False,1,1,1,0.3652220357831065
2,1,True,-1.1632528216636036,-0.4365163846733809,18.585240963855423,0,0,1,0.5077789161737053,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.17606643530364907
2,0,True,-1.1632528216636036,-0.4365163846733809,18.585240963855423,1,0,0,0.5077789161737053,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.17606643530364907
2,1,True,-1.1632528216636036,-0.4365163846733809,18.585240963855423,0,0,1,0.5077789161737053,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.17606643530364907
2,1,True,-1.1632528216636036,-0.4365163846733809,18.585240963855423,0,0,1,0.5077789161737053,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.17606643530364907
2,1,True,-1.1632528216636036,-0.4365163846733809,18.585240963855423,0,0,1,0.5077789161737053,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.17606643530364907
2,1,True,-1.1632528216636036,-0.4365163846733809,18.585240963855423,0,0,1,0.5077789161737053,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.17606643530364907
3,0,True,-1.1632528216636036,-0.4365163846733809,19.82012048192772,1,0,0,0.5077789161737053,-1.3095491540201427,1,0,1,3,0,False,False,0,0,1,0.1475209294796096
1,1,True,-1.0595903135636116,-0.4365163846733809,21.49265060240964,0,1,1,0.4625285329117217,-0.4365163846733809,1,0,2,1,0,False,False,1,1,1,0.4155465137390251
1,1,True,-1.0595903135636116,-0.4365163846733809,21.49265060240964,0,1,1,0.4625285329117217,-0.4365163846733809,1,0,2,1,0,False,False,1,1,1,0.4155465137390251
1,1,True,-1.0595903135636116,-0.4365163846733809,21.49265060240964,0,1,1,0.4625285329117217,-0.4365163846733809,1,0,2,1,0,False,False,0,1,1,0.4155465137390251
1,0,True,-1.0595903135636116,-0.4365163846733809,21.49265060240964,1,1,0,0.4625285329117217,-0.4365163846733809,1,0,2,1,0,False,False,1,0,1,0.4155465137390251
2,0,True,-1.0595903135636116,-0.4365163846733809,18.585240963855423,1,0,0,0.4625285329117217,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.20890452057002912
2,0,True,-1.0595903135636116,-0.4365163846733809,18.585240963855423,1,0,0,0.4625285329117217,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.20890452057002912
2,0,True,-1.0595903135636116,-0.4365163846733809,18.585240963855423,1,0,0,0.4625285329117217,-0.8730327693467618,1,0,1,2,0,False,False,1,0,1,0.20890452057002912
2,0,True,-1.0595903135636116,-0.4365163846733809,18.585240963855423,1,0,0,0.4625285329117217,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.20890452057002912
2,0,True,-1.0595903135636116,-0.4365163846733809,18.585240963855423,1,0,0,0.4625285329117217,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.20890452057002912
3,0,True,-1.0595903135636116,-0.4365163846733809,19.82012048192772,1,0,0,0.4625285329117217,-1.3095491540201427,1,0,1,3,0,False,False,0,0,1,0.17617338266496343
0,1,True,-0.9559278054636194,-0.4365163846733809,22.86054216867469,0,1,1,0.4172781496497381,-0.0,1,0,2,0,1,False,False,0,1,1,0.5598919635626189
1,1,True,-0.9559278054636194,-0.4365163846733809,21.49265060240964,0,1,1,0.4172781496497381,-0.4365163846733809,1,0,2,1,0,False,False,0,1,1,0.46769618485836756
1,1,True,-0.9559278054636194,-0.4365163846733809,21.49265060240964,0,1,1,0.4172781496497381,-0.4365163846733809,1,0,2,1,0,False,False,1,1,1,0.46769618485836756
1,1,True,-0.9559278054636194,-0.4365163846733809,21.49265060240964,0,1,1,0.4172781496497381,-0.4365163846733809,1,0,2,1,0,False,False,1,1,1,0.46769618485836756
1,1,True,-0.9559278054636194,-0.4365163846733809,21.49265060240964,0,1,1,0.4172781496497381,-0.4365163846733809,1,0,2,1,0,False,False,0,1,1,0.46769618485836756
2,1,True,-0.9559278054636194,-0.4365163846733809,18.585240963855423,0,0,1,0.4172781496497381,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.24603832619429045
2,1,True,-0.9559278054636194,-0.4365163846733809,18.585240963855423,0,0,1,0.4172781496497381,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.24603832619429045
2,1,True,-0.9559278054636194,-0.4365163846733809,18.585240963855423,0,0,1,0.4172781496497381,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.24603832619429045
2,0,True,-0.9559278054636194,-0.4365163846733809,18.585240963855423,1,0,0,0.4172781496497381,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.24603832619429045
2,0,True,-0.9559278054636194,-0.4365163846733809,18.585240963855423,1,0,0,0.4172781496497381,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.24603832619429045
3,0,True,-0.9559278054636194,-0.4365163846733809,19.82012048192772,1,0,0,0.4172781496497381,-1.3095491540201427,1,0,1,3,0,False,False,0,0,1,0.20902635429825386
3,1,True,-0.9559278054636194,-0.4365163846733809,19.82012048192772,0,0,1,0.4172781496497381,-1.3095491540201427,1,0,1,3,0,False,False,0,1,1,0.20902635429825386
1,1,True,-0.8522652973636273,-0.4365163846733809,21.49265060240964,0,1,1,0.3720277663877545,-0.4365163846733809,1,0,2,1,0,False,False,1,1,1,0.5205613091896812
1,1,True,-0.8522652973636273,-0.4365163846733809,21.49265060240964,0,1,1,0.3720277663877545,-0.4365163846733809,1,0,2,1,0,False,False,0,1,1,0.5205613091896812
1,1,True,-0.8522652973636273,-0.4365163846733809,21.49265060240964,0,1,1,0.3720277663877545,-0.4365163846733809,1,0,2,1,0,False,False,0,1,1,0.5205613091896812
1,1,True,-0.8522652973636273,-0.4365163846733809,21.49265060240964,0,1,1,0.3720277663877545,-0.4365163846733809,1,0,2,1,0,False,False,1,1,1,0.5205613091896812
2,1,True,-0.8522652973636273,-0.4365163846733809,18.585240963855423,0,0,1,0.3720277663877545,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.2873750577554715
2,1,True,-0.8522652973636273,-0.4365163846733809,18.585240963855423,0,0,1,0.3720277663877545,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.2873750577554715
2,1,True,-0.8522652973636273,-0.4365163846733809,18.585240963855423,0,0,1,0.3720277663877545,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.2873750577554715
2,1,True,-0.8522652973636273,-0.4365163846733809,18.585240963855423,0,0,1,0.3720277663877545,-0.8730327693467618,1,0,1,2,0,False,False,1,1,1,0.2873750577554715
2,1,True,-0.8522652973636273,-0.4365163846733809,18.585240963855423,0,0,1,0.3720277663877545,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.2873750577554715
2,1,True,-0.8522652973636273,-0.4365163846733809,18.585240963855423,0,0,1,0.3720277663877545,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.2873750577554715
2,1,True,-0.8522652973636273,-0.4365163846733809,18.585240963855423,0,0,1,0.3720277663877545,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.2873750577554715
2,1,True,-0.8522652973636273,-0.4365163846733809,18.585240963855423,0,0,1,0.3720277663877545,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.2873750577554715
2,0,True,-0.8522652973636273,-0.4365163846733809,18.585240963855423,1,0,0,0.3720277663877545,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.2873750577554715
2,1,True,-0.8522652973636273,-0.4365163846733809,18.585240963855423,0,0,1,0.3720277663877545,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.2873750577554715
2,0,True,-0.8522652973636273,-0.4365163846733809,18.585240963855423,1,0,0,0.3720277663877545,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.2873750577554715
3,0,True,-0.8522652973636273,-0.4365163846733809,19.82012048192772,1,0,0,0.3720277663877545,-1.3095491540201427,1,0,1,3,0,False,False,0,0,1,0.24617507732891933
3,1,True,-0.8522652973636273,-0.4365163846733809,19.82012048192772,0,0,1,0.3720277663877545,-1.3095491540201427,1,0,1,3,0,False,False,0,1,1,0.24617507732891933
0,1,True,-0.7486027892636352,-0.4365163846733809,22.86054216867469,0,1,1,0.3267773831257708,-0.0,1,0,2,0,1,False,False,0,1,1,0.6601803227391884
1,1,True,-0.7486027892636352,-0.4365163846733809,21.49265060240964,0,1,1,0.3267773831257708,-0.4365163846733809,1,0,2,1,0,False,False,1,1,1,0.5729699261943461
1,1,True,-0.7486027892636352,-0.4365163846733809,21.49265060240964,0,1,1,0.3267773831257708,-0.4365163846733809,1,0,2,1,0,False,False,0,1,1,0.5729699261943461
1,1,True,-0.7486027892636352,-0.4365163846733809,21.49265060240964,0,1,1,0.3267773831257708,-0.4365163846733809,1,0,2,1,0,False,False,0,1,1,0.5729699261943461
1,1,True,-0.7486027892636352,-0.4365163846733809,21.49265060240964,0,1,1,0.3267773831257708,-0.4365163846733809,1,0,2,1,0,False,False,1,1,1,0.5729699261943461
2,1,True,-0.7486027892636352,-0.4365163846733809,18.585240963855423,0,0,1,0.3267773831257708,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.33259313515641337
2,0,True,-0.7486027892636352,-0.4365163846733809,18.585240963855423,1,0,0,0.3267773831257708,-0.8730327693467618,1,0,1,2,0,False,False,0,0,1,0.33259313515641337
2,1,True,-0.7486027892636352,-0.4365163846733809,18.585240963855423,0,0,1,0.3267773831257708,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.33259313515641337
2,1,True,-0.7486027892636352,-0.4365163846733809,18.585240963855423,0,0,1,0.3267773831257708,-0.8730327693467618,1,0,1,2,0,False,False,0,1,1,0.33259313515641337
3,0,True,-0.7486027892636352,-0.4365163846733809,19.82012048192772,1,0,0,0.3267773831257708,-1.3095491540201427,1,0,1,3,0,False,False,0,0,1,0.287526022578056
3,0,True,-0.7486027892636352,-0.4365163846733809,19.82012048192772,1,0,0,0.3267773831257708,-1.3095491540201427,1,0,1,3,0,False,False,0,0,1,0.287526022578056
0,1,True,-0.6449402811636431,-0.4365163846733809,22.86054216867469,0,1,1,0.2815269998637872,-0.0,0,1,2,0,1,False,False,0,1,0,0.2080883832075374
0,1,True,-0.6449402811636431,-0.4365163846733809,22.86054216867469,0,1,1,0.2815269998637872,-0.0,0,1,2,0,1,False,False,0,1,0,0.2080883832075374
0,1,True,-0.6449402811636431,-0.4365163846733809,22.86054216867469,0,1,1,0.2815269998637872,-0.0,0,1,2,0,1,False,False,0,1,0,0.2080883832075374
1,1,True,-0.6449402811636431,-0.4365163846733809,21.49265060240964,0,1,1,0.2815269998637872,-0.4365163846733809,0,1,2,1,0,False,False,0,1,0,0.15360445275861173
1,1,True,-0.6449402811636431,-0.4365163846733809,21.49265060240964,0,1,1,0.2815269998637872,-0.4365163846733809,0,1,2,1,0,False,False,0,1,0,0.15360445275861173
1,1,True,-0.6449402811636431,-0.4365163846733809,21.49265060240964,0,1,1,0.2815269998637872,-0.4365163846733809,0,1,2,1,0,False,False,0,1,0,0.15360445275861173
1,1,True,-0.6449402811636431,-0.4365163846733809,21.49265060240964,0,1,1,0.2815269998637872,-0.4365163846733809,0,1,2,1,0,False,False,0,1,0,0.15360445275861173
1,1,True,-0.6449402811636431,-0.4365163846733809,21.49265060240964,0,1,1,0.2815269998637872,-0.4365163846733809,0,1,2,1,0,False,False,0,1,0,0.15360445275861173
2,1,True,-0.6449402811636431,-0.4365163846733809,18.585240963855423,0,0,1,0.2815269998637872,-0.8730327693467618,0,1,1,2,0,False,False,0,1,0,0.06314678341494351
2,1,True,-0.6449402811636431,-0.4365163846733809,18.585240963855423,0,0,1,0.2815269998637872,-0.8730327693467618,0,1,1,2,0,False,False,0,1,0,0.06314678341494351
2,1,True,-0.6449402811636431,-0.4365163846733809,18.585240963855423,0,0,1,0.2815269998637872,-0.8730327693467618,0,1,1,2,0,False,False,0,1,0,0.06314678341494351
2,1,True,-0.6449402811636431,-0.4365163846733809,18.585240963855423,0,0,1,0.2815269998637872,-0.8730327693467618,0,1,1,2,0,False,False,0,1,0,0.06314678341494351
2,1,True,-0.6449402811636431,-0.4365163846733809,18.585240963855423,0,0,1,0.2815269998637872,-0.8730327693467618,0,1,1,2,0,False,False,0,1,0,0.06314678341494351
2,1,True,-0.6449402811636431,-0.4365163846733809,18.585240963855423,0,0,1,0.2815269998637872,-0.8730327693467618,0,1,1,2,0,False,False,0,1,0,0.06314678341494351
2,1,True,-0.6449402811636431,-0.4365163846733809,18.585240963855423,0,0,1,0.2815269998637872,-0.8730327693467618,0,1,1,2,0,False,False,0,1,0,0.06314678341494351
3,0,True,-0.6449402811636431,-0.4365163846733809,19.82012048192772,0,0,0,0.2815269998637872,-1.3095491540201427,0,1,1,3,0,False,False,0,0,0,0.051758782095953415
0,1,True,-0.5412777730636511,-0.4365163846733809,22.86054216867469,0,1,1,0.2362766166018036,-0.0,0,1,2,0,1,False,False,0,1,0,0.24512206730285033
2,1,True,-0.5412777730636511,-0.4365163846733809,18.585240963855423,0,0,1,0.2362766166018036,-0.8730327693467618,0,1,1,2,0,False,False,0,1,0,0.07688964610620973
2,1,True,-0.5412777730636511,-0.4365163846733809,18.585240963855423,0,0,1,0.2362766166018036,-0.8730327693467618,0,1,1,2,0,False,False,0,1,0,0.07688964610620973
2,1,True,-0.5412777730636511,-0.4365163846733809,18.585240963855423,0,0,1,0.2362766166018036,-0.8730327693467618,0,1,1,2,0,False,False,0,1,0,0.07688964610620973
2,1,True,-0.5412777730636511,-0.4365163846733809,18.585240963855423,0,0,1,0.2362766166018036,-0.8730327693467618,0,1,1,2,0,False,False,0,1,0,0.07688964610620973
2,1,True,-0.5412777730636511,-0.4365163846733809,18.585240963855423,0,0,1,0.2362766166018036,-0.8730327693467618,0,1,1,2,0,False,False,0,1,0,0.07688964610620973
2,1,True,-0.5412777730636511,-0.4365163846733809,18.585240963855423,0,0,1,0.2362766166018036,-0.8730327693467618,0,1,1,2,0,False,False,0,1,0,0.07688964610620973
