country,economic_development_index,gender_inequality_composite,youth_vulnerability_index,freedom_index,maternal_health_risk,econ_gender_interaction,freedom_inequality_interaction,youth_compound_risk,wpsi,seats_parliament,maternal_mortality,ip_violence_missing,wpsi_missing,ip_violence,predicted_ipv
Libya,-0.35499541844589,-1.559207047541811,1.4612936636549632,-1.6501130377888529,-0.6781739648193134,0.5535113582858859,2.572867877761006,-3.426519970154821,0.61,16.0,72.0,1,0,24.92888900905253,27.30532087453343
Saint Lucia,0.0165025454872676,-0.7222755637205174,-0.7994917362842754,0.4177813445560017,-0.1863748148307816,-0.0119193853446396,-0.3017532561511018,0.4603648190724404,0.7016164273348129,24.1,117.0,1,1,24.99953537391617,25.526729121897603
Liechtenstein,2.0816026740918336,-0.973307305667766,-0.494918788752182,0.5702872182369729,-0.8877136566713295,-2.02603909019114,-0.5550647158389933,0.1760590690002066,0.8060850260782533,28.0,0.0,1,1,21.153027809195784,21.54952704421757
Sri Lanka,-0.0914256114904418,1.1497041893452848,0.4528417028274023,-0.2529872430502928,-0.6422092598973946,-0.1051124085440153,-0.2908604931858354,-0.9636817685290118,0.743,5.4,36.0,0,0,24.0,26.646869336101545
Lesotho,-1.604583007338567,0.2638490842415011,1.193957970752671,-0.0530357131296113,1.4434410801744355,-0.4233677570757548,-0.0139934243413429,2.289642028034645,0.605,22.9,544.0,0,0,40.0,33.619176484160505
Lithuania,1.7276224878641466,-1.2861359146816098,-0.8264565150937268,1.2647655870476855,-0.773226752014232,-2.2219573286536725,-1.6266604451553983,0.8256685444872478,0.886,27.7,8.0,0,0,22.0,21.425489336561416
Luxembourg,1.9548241374881945,-2.0501013727196957,-0.1095801708354519,1.2730593579541127,-0.8596888651275605,-4.0075876476901415,-2.6099007372953804,-1.3435239031010966,0.924,35.0,5.0,0,0,20.0,21.579766766815787
Latvia,1.628806806821058,-1.3195951538125492,-0.9526385459496804,1.2949739764951471,-0.7385408780362405,-2.149365568777961,-1.7088413836963623,0.7460901116288309,0.872,29.0,19.0,0,0,25.0,21.49472547749067
Morocco,-0.4514603962474396,1.1379541647898055,-0.3117030305659533,-0.750915990688829,-0.4338361202692367,-0.5137412381474299,-0.8545079790116159,0.1981624554010074,0.637,20.4,70.0,1,0,24.18190668086045,26.991892825298027
Monaco,2.290605127941564,-1.2910818125335304,-0.4632528102750591,0.6156498982230285,-0.8327289949446977,-2.957358620381393,-0.7948543864838712,0.1734425340739835,0.81519325617942,33.3,0.0,1,1,21.16503478043585,21.325279695597185
Moldova (Republic of),0.8341002076276489,-1.5232428584041573,-0.4866123471333754,0.4996903179041482,-0.5212205483547907,-1.270537184462241,-0.7611497081611968,0.1628266479765951,0.758,39.6,19.0,0,0,27.0,22.247649040445612
Madagascar,-2.7897609185217958,0.6144387144526727,0.2831355486659971,-0.3867361848423646,1.373530850235081,-1.7141371124068394,-0.2376256842468737,-1.200910754572113,0.505,17.2,335.0,1,0,34.32630035020188,33.8771442341649
Maldives,0.9236434724241862,0.6522717470081638,-1.1836896732620117,0.2250308558161841,-0.7147591027760609,0.6024665413708107,0.1467812694539646,1.8185655341799984,0.72,4.6,53.0,0,0,19.0,24.451169222275933
Mexico,0.9635296615328004,-1.1402546347384437,-0.1879555237043049,0.0393919532531336,-0.1421683145933165,-1.0986691622707394,-0.0449168572682857,-0.0859758560945777,0.551,49.8,33.0,0,0,24.0,25.544357258694838
Marshall Islands,-0.8181798552320358,1.198008772265662,0.0530572541834918,-0.4341593533081809,0.3450325340537528,-0.9801866438590284,-0.5201267138243876,0.0125048504208423,0.6012866382535543,6.1,232.9281989286909,0,1,38.0,30.412643791077805
North Macedonia,0.9298895102154108,-0.9105465530292968,-0.1322399459868633,0.6560808159549112,-0.6968783811780535,-0.8467076882247432,-0.5973921254763929,-0.6322181268501084,0.798,41.7,7.0,0,0,13.0,21.88740504612891
Mali,-2.1025145244255583,1.033264787288555,0.5839933139763173,-0.7367747277669966,2.2751026672511925,-2.172454222851672,-0.7612833823657488,-1.303464722647544,0.481,27.3,562.0,0,0,29.0,35.30298178066598
Malta,1.6822817687342164,-0.0429734997591176,-0.9733089888478056,1.150463510820353,-0.7632282991086101,-0.0722935351834678,-0.049439443405112,1.3708766739162332,0.846,13.4,6.0,0,0,17.0,21.45176254381339
Myanmar,-1.7713051533470918,1.4662324985540098,-0.3760375880534421,-0.963782904611734,0.0553204061285241,-2.5971451806937,-1.4131298162925034,0.1728247973363157,0.451,15.0,250.0,0,0,19.0,31.42094647637617
Montenegro,1.2319704936628328,-0.7454739627905638,-0.7984177332286451,0.6363630057039228,-0.7776290438465376,-0.9184019259518792,-0.4743920516354175,0.8089693813522312,0.808,24.7,6.0,0,0,16.0,21.415851383801424
Mongolia,0.1578792049722128,-0.5333026525642895,-0.4133698406773226,0.6783065878786417,-0.4783914992727456,-0.0841973987964223,-0.361742702567512,-0.0558206808854628,0.794,17.1,45.0,0,0,27.0,23.042371081899518
